고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료,시작일_dt,종료일_dt,유지기간,총과금액,유지기간(년),데이터사용구간,고객월평균납부액
C-13848,남성,43,No,No,0,0,No,계좌이체,No,Yes,No,Yes,4,2019-09-01,2022-01-01,No,25,,3771,5,6550,2019-09-01,2022-01-01,28,1804000,2,1GB 미만,64428.57142857143
C-13849,남성,39,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,7,2020-08-01,2022-01-01,No,28,,2893,5,19440,2020-08-01,2022-01-01,17,1075100,1,1GB 미만,63241.17647058824
C-13850,여성,21,No,No,0,0,Yes,신용카드,No,No,No,Yes,42,2020-05-01,2022-01-01,No,57,,2142,5,1470,2020-05-01,2022-01-01,20,1757000,1,4GB 이상 5GB 미만,87850.0
C-13851,여성,30,No,No,0,0,No,계좌이체,No,No,No,No,0,2015-02-01,2022-01-01,No,74,,4555,5,3050,2015-02-01,2022-01-01,83,2415800,6,1GB 미만,29106.024096385543
C-13852,남성,34,No,No,0,0,Yes,신용카드,No,No,Yes,No,10,2016-04-01,2022-01-01,No,24,,5076,5,34800,2016-04-01,2022-01-01,69,7274900,5,1GB 이상 2GB 미만,105433.33333333333
C-13853,여성,65,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,10,2021-07-01,2021-11-01,Yes,89,Competitor,2268,1,14350,2021-07-01,2021-11-01,5,626500,0,1GB 이상 2GB 미만,125300.0
C-13854,남성,65,Yes,No,0,1,No,이체/메일확인,No,No,No,Yes,19,2018-07-01,2022-01-01,No,49,,2009,3,3280,2018-07-01,2022-01-01,42,4026400,3,1GB 이상 2GB 미만,95866.66666666667
C-13855,남성,32,No,No,0,0,Yes,계좌이체,No,No,No,Yes,7,2021-07-01,2021-08-01,Yes,77,Price,4390,1,11750,2021-07-01,2021-08-01,2,281400,0,1GB 미만,140700.0
C-13856,여성,36,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,5,2019-03-01,2021-04-01,Yes,97,Competitor,5853,2,27800,2019-03-01,2021-04-01,26,2717700,2,1GB 미만,104526.92307692308
C-13857,여성,42,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,3,2018-05-01,2022-01-01,No,43,,4454,5,36160,2018-05-01,2022-01-01,44,2785400,3,1GB 미만,63304.545454545456
C-13858,남성,36,No,No,0,0,Yes,신용카드,No,Yes,No,No,25,2020-03-01,2022-01-01,No,20,,2385,3,1700,2020-03-01,2022-01-01,22,1563800,1,2GB 이상 3GB 미만,71081.81818181818
C-13859,여성,52,No,No,0,0,Yes,계좌이체,No,Yes,No,No,6,2020-01-01,2022-01-01,No,80,,4041,5,39210,2020-01-01,2022-01-01,24,2432100,2,1GB 미만,101337.5
C-13860,여성,53,No,Yes,1,0,Yes,이체/메일확인,Yes,No,Yes,Yes,22,2019-11-01,2022-01-01,No,33,,5494,3,53900,2019-11-01,2022-01-01,26,2660500,2,2GB 이상 3GB 미만,102326.92307692308
C-13861,여성,20,No,No,0,3,Yes,신용카드,No,Yes,No,Yes,48,2019-06-01,2022-01-01,No,32,,3652,3,9380,2019-06-01,2022-01-01,31,2133300,2,4GB 이상 5GB 미만,68816.12903225806
C-13862,남성,65,Yes,No,0,8,Yes,계좌이체,No,Yes,No,No,2,2017-08-01,2022-01-01,No,45,,4914,3,52550,2017-08-01,2022-01-01,53,5947600,4,1GB 미만,112218.8679245283
C-13863,남성,69,Yes,No,0,1,Yes,계좌이체,No,Yes,Yes,Yes,4,2015-11-01,2021-08-01,Yes,73,Attitude,4708,3,55260,2015-11-01,2021-08-01,70,8821700,5,1GB 미만,126024.28571428571
C-13864,남성,48,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,28,2015-04-01,2022-01-01,No,47,,6247,3,50400,2015-04-01,2022-01-01,81,9918300,6,2GB 이상 3GB 미만,122448.14814814815
C-13865,여성,32,No,No,0,0,No,계좌이체,No,No,No,Yes,9,2020-11-01,2022-01-01,No,73,,3430,5,50620,2020-11-01,2022-01-01,14,1114100,1,1GB 미만,79578.57142857143
C-13866,여성,49,Yes,Yes,2,2,No,계좌이체,No,No,No,No,0,2018-04-01,2022-01-01,No,73,,5531,5,11300,2018-04-01,2022-01-01,45,1277700,3,1GB 미만,28393.333333333332
C-13867,남성,44,Yes,Yes,3,7,No,신용카드,No,No,No,No,0,2020-01-01,2022-01-01,No,24,,5104,4,5310,2020-01-01,2022-01-01,24,565200,2,1GB 미만,23550.0
C-13868,남성,53,No,No,0,0,No,계좌이체,No,No,No,Yes,21,2020-10-01,2021-01-01,Yes,91,Attitude,2704,1,49380,2020-10-01,2021-01-01,4,440200,0,2GB 이상 3GB 미만,110050.0
C-13869,남성,61,Yes,No,0,1,Yes,계좌이체,No,No,No,No,19,2020-05-01,2021-04-01,Yes,68,Competitor,3469,1,15030,2020-05-01,2021-04-01,12,1121900,1,1GB 이상 2GB 미만,93491.66666666667
C-13870,여성,49,Yes,No,0,1,Yes,계좌이체,No,Yes,No,No,26,2016-03-01,2022-01-01,No,77,,6166,3,24180,2016-03-01,2022-01-01,70,7850300,5,2GB 이상 3GB 미만,112147.14285714286
C-13871,여성,64,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,11,2019-03-01,2022-01-01,No,29,,4667,3,35600,2019-03-01,2022-01-01,34,2026200,2,1GB 이상 2GB 미만,59594.117647058825
C-13872,남성,63,No,No,0,0,No,계좌이체,Yes,Yes,Yes,No,21,2015-11-01,2021-01-01,Yes,87,Price,5090,1,9150,2015-11-01,2021-01-01,63,7557900,5,2GB 이상 3GB 미만,119966.66666666667
C-13873,여성,35,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,27,2021-03-01,2021-10-01,Yes,87,Competitor,3238,2,13110,2021-03-01,2021-10-01,8,770000,0,2GB 이상 3GB 미만,96250.0
C-13874,여성,74,Yes,Yes,1,9,Yes,계좌이체,No,No,No,Yes,10,2015-12-01,2022-01-01,No,30,,6238,4,44410,2015-12-01,2022-01-01,73,5610000,6,1GB 이상 2GB 미만,76849.31506849315
C-13875,남성,53,No,No,0,0,No,신용카드,Yes,No,Yes,Yes,28,2018-10-01,2022-01-01,No,75,,2191,3,17060,2018-10-01,2022-01-01,39,2488000,3,2GB 이상 3GB 미만,63794.8717948718
C-13876,여성,22,No,No,0,0,Yes,이체/메일확인,No,Yes,No,Yes,73,2016-08-01,2022-01-01,No,71,,5377,4,9380,2016-08-01,2022-01-01,65,7639000,5,7GB 이상 8GB 미만,117523.07692307692
C-13877,여성,49,No,Yes,3,0,Yes,신용카드,Yes,Yes,Yes,Yes,57,2019-06-01,2022-01-01,No,69,,4198,4,9040,2019-06-01,2022-01-01,31,2696800,2,5GB 이상 6GB 미만,86993.54838709677
C-13878,남성,34,Yes,No,0,1,No,계좌이체,No,No,Yes,Yes,22,2020-05-01,2021-12-01,Yes,67,Price,2349,3,31640,2020-05-01,2021-12-01,20,2419400,1,2GB 이상 3GB 미만,120970.0
C-13879,남성,64,Yes,No,0,7,Yes,이체/메일확인,No,No,No,No,0,2016-05-01,2022-01-01,No,78,,5623,3,37180,2016-05-01,2022-01-01,68,1960700,5,1GB 미만,28833.823529411766
C-13880,여성,75,Yes,No,0,2,Yes,신용카드,Yes,Yes,Yes,No,24,2015-01-01,2022-01-01,No,50,,6205,3,50740,2015-01-01,2022-01-01,84,11270200,7,2GB 이상 3GB 미만,134169.04761904763
C-13881,남성,31,Yes,No,0,7,Yes,계좌이체,No,Yes,No,Yes,8,2019-08-01,2022-01-01,No,76,,3591,5,52770,2019-08-01,2022-01-01,29,2772900,2,1GB 미만,95617.24137931035
C-13882,남성,52,Yes,Yes,2,10,Yes,신용카드,Yes,Yes,Yes,Yes,19,2015-03-01,2022-01-01,No,62,,4226,3,56160,2015-03-01,2022-01-01,82,9812200,6,1GB 이상 2GB 미만,119660.9756097561
C-13883,남성,76,Yes,No,0,9,Yes,신용카드,Yes,Yes,Yes,Yes,9,2015-01-01,2022-01-01,No,68,,5295,5,0,2015-01-01,2022-01-01,84,6422500,7,1GB 미만,76458.33333333333
C-13884,남성,48,Yes,Yes,3,5,No,계좌이체,Yes,Yes,Yes,Yes,53,2015-04-01,2022-01-01,No,41,,4618,3,45650,2015-04-01,2022-01-01,81,7646200,6,5GB 이상 6GB 미만,94397.53086419753
C-13885,남성,56,Yes,No,0,1,Yes,계좌이체,Yes,No,Yes,Yes,30,2016-07-01,2021-12-01,Yes,89,Dissatisfaction,5207,1,45770,2016-07-01,2021-12-01,66,5874200,5,3GB 이상 4GB 미만,89003.0303030303
C-13886,남성,71,Yes,No,0,1,Yes,계좌이체,No,Yes,Yes,Yes,5,2017-06-01,2022-01-01,No,63,,2040,3,5200,2017-06-01,2022-01-01,55,6239200,4,1GB 미만,113440.0
C-13887,여성,34,Yes,Yes,1,1,No,계좌이체,No,No,No,No,0,2017-08-01,2022-01-01,No,40,,4180,3,24070,2017-08-01,2022-01-01,53,1220200,4,1GB 미만,23022.64150943396
C-13888,남성,59,Yes,No,0,3,No,계좌이체,No,No,No,No,0,2017-03-01,2022-01-01,No,59,,5092,5,18190,2017-03-01,2022-01-01,58,1343100,4,1GB 미만,23156.896551724138
C-13889,남성,52,Yes,No,0,1,Yes,계좌이체,Yes,Yes,No,Yes,21,2016-04-01,2021-05-01,Yes,92,Competitor,4334,1,53110,2016-04-01,2021-05-01,62,7715800,5,2GB 이상 3GB 미만,124448.3870967742
C-13890,남성,58,No,No,0,0,Yes,신용카드,No,No,No,No,0,2019-06-01,2022-01-01,No,50,,2831,4,21580,2019-06-01,2022-01-01,31,713400,2,1GB 미만,23012.90322580645
C-13891,여성,21,No,No,0,0,No,신용카드,Yes,No,Yes,Yes,58,2015-05-01,2022-01-01,No,45,,5278,3,0,2015-05-01,2022-01-01,80,3714100,6,5GB 이상 6GB 미만,46426.25
C-13892,여성,53,Yes,Yes,3,8,Yes,신용카드,No,Yes,No,Yes,20,2016-09-01,2022-01-01,No,31,,4415,3,9270,2016-09-01,2022-01-01,64,7179500,5,2GB 이상 3GB 미만,112179.6875
C-13893,남성,56,Yes,No,0,9,No,신용카드,No,No,No,No,0,2019-01-01,2022-01-01,No,69,,5689,3,40450,2019-01-01,2022-01-01,36,837800,3,1GB 미만,23272.222222222223
C-13894,여성,38,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,24,2018-04-01,2022-01-01,No,36,,3009,4,17740,2018-04-01,2022-01-01,45,3238100,3,2GB 이상 3GB 미만,71957.77777777778
C-13895,여성,80,No,No,0,0,No,계좌이체,No,No,No,Yes,30,2020-10-01,2021-01-01,Yes,74,Attitude,3542,3,0,2020-10-01,2021-01-01,4,116700,0,3GB 이상 4GB 미만,29175.0
C-13896,여성,63,Yes,No,0,0,Yes,신용카드,No,Yes,No,Yes,28,2019-08-01,2021-08-01,Yes,69,Competitor,4811,3,50850,2019-08-01,2021-08-01,25,3051000,2,2GB 이상 3GB 미만,122040.0
C-13897,여성,60,Yes,Yes,3,3,No,신용카드,No,No,No,No,0,2018-06-01,2022-01-01,No,24,,5225,3,11070,2018-06-01,2022-01-01,43,1072600,3,1GB 미만,24944.18604651163
C-13898,여성,67,Yes,No,0,8,Yes,신용카드,Yes,No,No,Yes,20,2015-06-01,2022-01-01,No,21,,4126,3,43510,2015-06-01,2022-01-01,79,9916800,6,2GB 이상 3GB 미만,125529.11392405063
C-13899,여성,28,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,59,2021-05-01,2021-09-01,Yes,90,Competitor,5730,1,20340,2021-05-01,2021-09-01,5,349700,0,5GB 이상 6GB 미만,69940.0
C-13900,여성,79,No,No,0,0,No,계좌이체,No,No,No,Yes,11,2020-12-01,2021-02-01,Yes,72,Competitor,3278,1,0,2020-12-01,2021-02-01,3,88600,0,1GB 이상 2GB 미만,29533.333333333332
C-13901,남성,50,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,17,2019-03-01,2022-01-01,No,26,,4093,4,52550,2019-03-01,2022-01-01,34,3700200,2,1GB 이상 2GB 미만,108829.41176470589
C-13902,남성,42,Yes,No,0,2,Yes,계좌이체,Yes,Yes,Yes,Yes,10,2015-07-01,2022-01-01,No,24,,5137,3,8590,2015-07-01,2022-01-01,78,7814200,6,1GB 이상 2GB 미만,100182.05128205128
C-13903,남성,73,No,No,0,0,No,계좌이체,Yes,No,No,Yes,24,2021-08-01,2021-10-01,Yes,87,Price,4522,1,6330,2021-08-01,2021-10-01,3,224000,0,2GB 이상 3GB 미만,74666.66666666667
C-13904,남성,24,No,No,0,0,Yes,이체/메일확인,Yes,No,No,Yes,52,2021-01-01,2021-03-01,Yes,70,Competitor,4235,1,5990,2021-01-01,2021-03-01,3,182300,0,5GB 이상 6GB 미만,60766.666666666664
C-13905,여성,34,No,No,0,0,Yes,계좌이체,No,No,No,Yes,3,2021-08-01,2021-09-01,Yes,69,Other,2502,2,37180,2021-08-01,2021-09-01,2,182500,0,1GB 미만,91250.0
C-13906,여성,40,Yes,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,23,2015-02-01,2022-01-01,No,72,,5770,3,43170,2015-02-01,2022-01-01,83,7945400,6,2GB 이상 3GB 미만,95727.7108433735
C-13907,남성,62,No,No,0,0,Yes,신용카드,No,No,No,No,0,2019-05-01,2022-01-01,No,56,,2120,5,30620,2019-05-01,2022-01-01,32,722200,2,1GB 미만,22568.75
C-13908,여성,34,Yes,Yes,2,1,Yes,신용카드,No,No,Yes,Yes,27,2015-07-01,2022-01-01,No,59,,5232,3,54350,2015-07-01,2022-01-01,78,4466000,6,2GB 이상 3GB 미만,57256.41025641026
C-13909,여성,39,Yes,No,0,1,No,계좌이체,No,No,No,Yes,4,2018-11-01,2021-09-01,Yes,98,Price,3358,3,46100,2018-11-01,2021-09-01,35,3584500,2,1GB 미만,102414.28571428571
C-13910,여성,49,Yes,No,0,1,Yes,신용카드,Yes,No,No,No,11,2017-02-01,2022-01-01,No,73,,3404,4,7460,2017-02-01,2022-01-01,59,4597200,4,1GB 이상 2GB 미만,77918.64406779662
C-13911,남성,21,No,No,0,0,Yes,계좌이체,No,No,No,No,69,2020-12-01,2022-01-01,No,49,,3255,5,44300,2020-12-01,2022-01-01,13,811800,1,6GB 이상 7GB 미만,62446.153846153844
C-13912,여성,42,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,27,2015-07-01,2021-04-01,Yes,86,Competitor,4283,2,42040,2015-07-01,2021-04-01,70,8531500,5,2GB 이상 3GB 미만,121878.57142857143
C-13913,여성,38,No,No,0,0,Yes,계좌이체,No,Yes,Yes,No,3,2015-03-01,2022-01-01,No,33,,5327,3,15140,2015-03-01,2022-01-01,82,8750800,6,1GB 미만,106717.0731707317
C-13914,여성,35,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2019-08-01,2022-01-01,No,48,,4650,5,4970,2019-08-01,2022-01-01,29,689100,2,1GB 미만,23762.068965517243
C-13915,남성,35,No,Yes,2,0,No,신용카드,No,No,No,No,0,2021-10-01,2021-11-01,Yes,80,Attitude,5437,3,14460,2021-10-01,2021-11-01,2,43600,0,1GB 미만,21800.0
C-13916,남성,56,Yes,No,0,1,No,계좌이체,No,No,No,No,0,2017-03-01,2022-01-01,No,41,,2026,5,20910,2017-03-01,2022-01-01,58,1701700,4,1GB 미만,29339.655172413793
C-13917,남성,29,No,Yes,2,0,Yes,계좌이체,Yes,Yes,Yes,Yes,59,2017-08-01,2022-01-01,No,32,,5038,5,34580,2017-08-01,2022-01-01,53,6854700,4,5GB 이상 6GB 미만,129333.96226415095
C-13918,여성,38,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,9,2017-05-01,2021-11-01,Yes,75,Dissatisfaction,5763,1,47230,2017-05-01,2021-11-01,55,6423000,4,1GB 미만,116781.81818181818
C-13920,남성,63,No,No,0,0,Yes,신용카드,No,No,No,Yes,26,2020-05-01,2022-01-01,No,53,,5317,5,34470,2020-05-01,2022-01-01,20,1267700,1,2GB 이상 3GB 미만,63385.0
C-13921,여성,53,No,No,0,0,Yes,계좌이체,No,No,No,No,24,2020-05-01,2021-05-01,Yes,73,Price,3975,3,14460,2020-05-01,2021-05-01,13,1384900,1,2GB 이상 3GB 미만,106530.76923076923
C-13922,남성,51,No,Yes,3,0,Yes,신용카드,No,No,No,No,0,2018-04-01,2022-01-01,No,57,,5759,3,23960,2018-04-01,2022-01-01,45,1042300,3,1GB 미만,23162.222222222223
C-13923,여성,57,Yes,No,0,1,Yes,계좌이체,Yes,No,No,Yes,16,2020-02-01,2021-11-01,Yes,91,Dissatisfaction,3769,1,1360,2020-02-01,2021-11-01,22,2652600,1,1GB 이상 2GB 미만,120572.72727272728
C-13924,여성,28,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,59,2020-12-01,2021-12-01,Yes,84,Competitor,4154,1,45880,2020-12-01,2021-12-01,13,1327200,1,5GB 이상 6GB 미만,102092.30769230769
C-13925,남성,62,No,Yes,2,0,No,계좌이체,No,No,No,Yes,29,2020-12-01,2022-01-01,No,29,,4020,5,17740,2020-12-01,2022-01-01,13,632000,1,2GB 이상 3GB 미만,48615.38461538462
C-13926,남성,26,Yes,Yes,3,0,No,계좌이체,No,No,Yes,Yes,59,2018-12-01,2022-01-01,No,79,,3153,3,13330,2018-12-01,2022-01-01,37,3787500,3,5GB 이상 6GB 미만,102364.86486486487
C-13927,남성,35,Yes,No,0,7,No,신용카드,Yes,No,No,Yes,30,2018-04-01,2022-01-01,No,26,,5344,3,55260,2018-04-01,2022-01-01,45,3952300,3,3GB 이상 4GB 미만,87828.88888888889
C-13928,여성,38,No,No,0,0,No,신용카드,No,No,Yes,Yes,12,2020-02-01,2022-01-01,No,75,,5541,3,53790,2020-02-01,2022-01-01,23,1914800,1,1GB 이상 2GB 미만,83252.17391304347
C-13929,여성,57,No,No,0,0,No,신용카드,No,No,No,No,0,2017-02-01,2022-01-01,No,74,,2618,3,3960,2017-02-01,2022-01-01,59,1403800,4,1GB 미만,23793.22033898305
C-13930,남성,75,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,26,2020-06-01,2022-01-01,No,77,,3410,4,0,2020-06-01,2022-01-01,19,1006000,1,2GB 이상 3GB 미만,52947.36842105263
C-13931,남성,22,No,No,0,0,Yes,계좌이체,No,No,No,Yes,58,2016-12-01,2022-01-01,No,42,,5214,4,0,2016-12-01,2022-01-01,61,2135800,5,5GB 이상 6GB 미만,35013.11475409836
C-13932,남성,54,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,22,2016-12-01,2021-01-01,Yes,100,Competitor,5157,2,23170,2016-12-01,2021-01-01,50,5880800,4,2GB 이상 3GB 미만,117616.0
C-13933,여성,38,Yes,No,0,5,Yes,계좌이체,No,No,No,Yes,4,2016-08-01,2021-03-01,Yes,79,Competitor,4398,2,21920,2016-08-01,2021-03-01,56,5091600,4,1GB 미만,90921.42857142857
C-13934,여성,49,Yes,No,0,0,No,계좌이체,No,No,No,No,0,2019-05-01,2022-01-01,No,68,,4137,3,54240,2019-05-01,2022-01-01,32,733400,2,1GB 미만,22918.75
C-13935,여성,79,Yes,No,0,8,No,이체/메일확인,No,No,No,No,0,2018-09-01,2022-01-01,No,80,,3136,4,28930,2018-09-01,2022-01-01,40,1242900,3,1GB 미만,31072.5
C-13936,남성,69,No,No,0,0,Yes,계좌이체,No,No,No,Yes,5,2021-01-01,2021-02-01,Yes,69,Competitor,5057,1,38190,2021-01-01,2021-02-01,2,192200,0,1GB 미만,96100.0
C-13937,여성,36,Yes,No,0,2,No,신용카드,Yes,Yes,No,Yes,3,2020-09-01,2022-01-01,No,37,,3475,4,7680,2020-09-01,2022-01-01,16,1101900,1,1GB 미만,68868.75
C-13938,여성,24,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2017-07-01,2022-01-01,No,57,,2574,3,20680,2017-07-01,2022-01-01,54,1328800,4,1GB 미만,24607.40740740741
C-13939,남성,46,No,No,0,0,Yes,계좌이체,No,No,No,No,14,2020-12-01,2022-01-01,No,26,,3358,4,10620,2020-12-01,2022-01-01,13,1029900,1,1GB 이상 2GB 미만,79223.07692307692
C-13940,남성,38,No,No,0,0,Yes,계좌이체,No,No,No,Yes,30,2020-09-01,2022-01-01,No,49,,5344,4,23500,2020-09-01,2022-01-01,16,1028800,1,3GB 이상 4GB 미만,64300.0
C-13941,여성,52,No,No,0,0,No,계좌이체,No,No,No,No,0,2017-08-01,2022-01-01,No,80,,2839,5,17520,2017-08-01,2022-01-01,53,1271900,4,1GB 미만,23998.11320754717
C-13942,남성,42,No,No,0,0,Yes,신용카드,No,No,No,No,0,2019-12-01,2022-01-01,No,70,,5221,3,18530,2019-12-01,2022-01-01,25,580600,2,1GB 미만,23224.0
C-13943,남성,33,Yes,Yes,1,3,No,신용카드,No,No,No,No,0,2016-11-01,2022-01-01,No,57,,6019,5,25200,2016-11-01,2022-01-01,62,1826200,5,1GB 미만,29454.83870967742
C-13944,여성,70,No,No,0,0,Yes,계좌이체,No,No,No,No,30,2021-05-01,2021-06-01,Yes,68,Dissatisfaction,5056,1,49160,2021-05-01,2021-06-01,2,159000,0,3GB 이상 4GB 미만,79500.0
C-13946,여성,67,Yes,Yes,1,6,Yes,계좌이체,No,Yes,No,Yes,30,2015-07-01,2022-01-01,No,48,,4892,4,44520,2015-07-01,2022-01-01,78,9659100,6,3GB 이상 4GB 미만,123834.61538461539
C-13947,남성,61,No,Yes,3,0,No,신용카드,No,No,No,No,0,2020-03-01,2022-01-01,No,36,,5212,3,38990,2020-03-01,2022-01-01,22,668800,1,1GB 미만,30400.0
C-13948,여성,78,Yes,No,0,1,No,계좌이체,No,No,No,Yes,18,2020-11-01,2021-01-01,Yes,67,Price,4225,3,20000,2020-11-01,2021-01-01,3,266200,0,1GB 이상 2GB 미만,88733.33333333333
C-13949,남성,21,No,No,0,1,No,이체/메일확인,No,No,No,No,0,2020-12-01,2022-01-01,No,53,,2539,3,26440,2020-12-01,2022-01-01,13,354000,1,1GB 미만,27230.76923076923
C-13950,여성,57,No,No,0,0,No,신용카드,No,No,No,No,0,2020-11-01,2022-01-01,No,40,,3746,5,2830,2020-11-01,2022-01-01,14,355600,1,1GB 미만,25400.0
C-13951,여성,80,No,No,0,0,Yes,계좌이체,No,No,No,No,17,2021-10-01,2021-11-01,Yes,67,Dissatisfaction,4902,2,39660,2021-10-01,2021-11-01,2,174300,0,1GB 이상 2GB 미만,87150.0
C-13952,여성,76,No,No,0,0,Yes,계좌이체,No,No,No,Yes,16,2020-06-01,2021-10-01,Yes,96,Other,5913,2,43840,2020-06-01,2021-10-01,17,1908800,1,1GB 이상 2GB 미만,112282.35294117648
C-13953,남성,47,Yes,Yes,3,1,Yes,신용카드,Yes,Yes,No,Yes,53,2018-10-01,2022-01-01,No,31,,5856,3,17740,2018-10-01,2022-01-01,39,3756200,3,5GB 이상 6GB 미만,96312.82051282052
C-13954,남성,58,No,No,0,0,No,신용카드,No,No,No,No,0,2016-03-01,2022-01-01,No,20,,4335,4,33110,2016-03-01,2022-01-01,70,1661000,5,1GB 미만,23728.571428571428
C-13955,남성,70,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,27,2021-05-01,2021-08-01,Yes,87,Competitor,3019,1,36500,2021-05-01,2021-08-01,4,443600,0,2GB 이상 3GB 미만,110900.0
C-13956,여성,36,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,16,2020-05-01,2022-01-01,No,80,,5227,5,42260,2020-05-01,2022-01-01,20,1528800,1,1GB 이상 2GB 미만,76440.0
C-13957,남성,52,Yes,No,0,8,Yes,계좌이체,No,Yes,No,Yes,28,2015-02-01,2022-01-01,No,20,,4420,4,32880,2015-02-01,2022-01-01,83,10367800,6,2GB 이상 3GB 미만,124913.2530120482
C-13958,여성,63,Yes,No,0,1,Yes,계좌이체,No,No,No,No,5,2020-04-01,2021-01-01,Yes,95,Dissatisfaction,2445,3,16050,2020-04-01,2021-01-01,10,1020900,0,1GB 미만,102090.0
C-13959,여성,67,Yes,No,0,1,Yes,신용카드,No,No,Yes,Yes,20,2018-09-01,2021-01-01,Yes,68,Competitor,4994,3,18530,2018-09-01,2021-01-01,29,3450700,2,2GB 이상 3GB 미만,118989.6551724138
C-13960,여성,33,Yes,No,0,1,Yes,신용카드,No,No,No,Yes,29,2020-10-01,2021-01-01,Yes,78,Attitude,2270,2,16950,2020-10-01,2021-01-01,4,345300,0,2GB 이상 3GB 미만,86325.0
C-13961,여성,25,No,No,0,0,Yes,이체/메일확인,No,Yes,No,Yes,52,2019-10-01,2021-08-01,Yes,85,Competitor,5313,1,32880,2019-10-01,2021-08-01,23,2263300,1,5GB 이상 6GB 미만,98404.34782608696
C-13962,남성,36,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,17,2015-10-01,2022-01-01,No,33,,4273,4,14800,2015-10-01,2022-01-01,75,9794600,6,1GB 이상 2GB 미만,130594.66666666667
C-13963,남성,46,No,No,0,0,No,이체/메일확인,Yes,No,No,Yes,16,2018-03-01,2022-01-01,No,61,,3441,3,19320,2018-03-01,2022-01-01,46,3019300,3,1GB 이상 2GB 미만,65636.95652173914
C-13964,남성,21,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,73,2017-03-01,2022-01-01,No,43,,5593,3,42710,2017-03-01,2022-01-01,58,6028400,4,7GB 이상 8GB 미만,103937.93103448275
C-13965,여성,54,No,No,0,0,No,계좌이체,No,No,No,No,0,2020-07-01,2021-10-01,Yes,69,Other,2428,2,44970,2020-07-01,2021-10-01,16,384400,1,1GB 미만,24025.0
C-13966,여성,20,No,No,0,9,No,신용카드,Yes,Yes,No,Yes,76,2016-03-01,2022-01-01,No,22,,4098,3,44180,2016-03-01,2022-01-01,70,8130600,5,7GB 이상 8GB 미만,116151.42857142857
C-13967,남성,22,No,No,0,1,Yes,신용카드,Yes,Yes,Yes,Yes,59,2017-05-01,2022-01-01,No,68,,4896,4,0,2017-05-01,2022-01-01,56,3622200,4,5GB 이상 6GB 미만,64682.142857142855
C-13968,남성,41,Yes,No,0,1,No,계좌이체,No,No,No,No,18,2021-01-01,2021-02-01,Yes,97,Other,4094,3,21700,2021-01-01,2021-02-01,2,160500,0,1GB 이상 2GB 미만,80250.0
C-13969,남성,51,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,17,2019-06-01,2021-04-01,Yes,98,Other,4152,2,40570,2019-06-01,2021-04-01,23,2766000,1,1GB 이상 2GB 미만,120260.86956521739
C-13970,여성,44,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,10,2019-11-01,2021-07-01,Yes,94,Other,3298,3,0,2019-11-01,2021-07-01,21,591400,1,1GB 이상 2GB 미만,28161.904761904763
C-13971,여성,62,Yes,Yes,1,1,No,신용카드,Yes,Yes,No,Yes,18,2020-05-01,2022-01-01,No,43,,5614,3,43840,2020-05-01,2022-01-01,20,1314800,1,1GB 이상 2GB 미만,65740.0
C-13972,여성,60,Yes,Yes,3,6,No,계좌이체,No,Yes,No,Yes,53,2019-01-01,2022-01-01,No,53,,2404,5,46900,2019-01-01,2022-01-01,36,3551300,3,5GB 이상 6GB 미만,98647.22222222222
C-13973,여성,48,No,No,0,0,Yes,계좌이체,No,No,No,Yes,23,2021-01-01,2021-02-01,Yes,95,Price,4931,2,25990,2021-01-01,2021-02-01,2,193100,0,2GB 이상 3GB 미만,96550.0
C-13974,여성,39,No,No,0,0,No,신용카드,No,No,No,No,0,2015-01-01,2022-01-01,No,42,,4118,4,7680,2015-01-01,2022-01-01,84,2479700,7,1GB 미만,29520.238095238095
